1	My Truck	Breland	https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9
2	Ivana	Soulstice	https://open.spotify.com/track/5bSvsXRBUjGe8pGScU0hPz
3	The Box	Roddy Ricch	https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4	Secukupnya	Hindia	https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
5	Pura Pura Lupa	Mahen	https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
6	Tudo Ok	Thiaguinho MT	https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
7	Kraazy	Likybo	https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D
8	GOODMORNINGTOKYO!	TOKYO’S REVENGE	https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
9	Life Is Good (feat. Drake)	Future	https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
10	Say So	Doja Cat	https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
11	Sunday Best	Surfaces	https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
12	Boys Ain't Shit	SAYGRACE	https://open.spotify.com/track/6vzLbfskWigBsCzNdB0kfE
13	fine today (Nanti Kita Cerita Tentang Hari Ini - Original Motion Picture Soundtrack)	Ardhito Pramono	https://open.spotify.com/track/6EviFqpmuvHfQaExMKmt0A
14	All I Want - From ""High School Musical: The Musical: The Series""	Olivia Rodrigo	https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
15	Yummy	Justin Bieber	https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
16	Tusa	KAROL G	https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
17	Blinding Lights	The Weeknd	https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
18	Good News	Mac Miller	https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
19	You should be sad	Halsey	https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
20	WINTER FLOWER(Feat.RM)	Younha	https://open.spotify.com/track/4Eefey3uN90Abhbr47zKmC
21	Falling	Trevor Daniel	https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
22	Vem Me Satisfazer	MC Ingryd	https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
23	Kazılı Kuyum	Yüzyüzeyken Konuşuruz	https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
24	SUGAR	BROCKHAMPTON	https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
25	Opaul	Freddie Dredd	https://open.spotify.com/track/4areFtLMjGt4GmO4IAbGo0
26	Rehat	Kunto Aji	https://open.spotify.com/track/1BzMyhmPzYnGWK6RBF5TTj
27	Suicidal	YNW Melly	https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
28	Sigues Con El	Dimelo Flow	https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
29	Let Her Go	The Kid LAROI	https://open.spotify.com/track/0c6SqvH32BMgbEFvpHc2gs
30	Psycho	Red Velvet	https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
31	Break My Stride	Matthew Wilder	https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
32	High Fashion (feat. Mustard)	Roddy Ricch	https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
33	Just the Way	Parmalee	https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D
34	You Broke My Heart Again	Teqkoi	https://open.spotify.com/track/3jZDWsoxRHzzp3DYV8qeXE
35	Roses - Imanbek Remix	SAINt JHN	https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
36	Guilty Conscience	070 Shake	https://open.spotify.com/track/0smgkpVia3VCXgY4qhVJvp
37	Me Gusta	Shakira	https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
38	Uslanmıyor Bu	Zeynep Bastık	https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
39	Working Bitch	Ashnikko	https://open.spotify.com/track/7g7w2WUpLcqsqH2M9XR7ZF
40	Make It With You	Ben&Ben	https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh
41	stupid	Tate McRae	https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
42	Haugenstua	Herman Flesvig	https://open.spotify.com/track/0GFOW30WB6SsPoeOlZdDPl
43	Costa Rica	Bankrol Hayden	https://open.spotify.com/track/2iObjOsy2vpsariW4Y7hQg
44	EH BABA	Murda	https://open.spotify.com/track/04NvehUCryReE1VOUOI767
45	Amor Tumbado	Natanael Cano	https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
46	Rumah Ke Rumah	Hindia	https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
47	Bütün Istanbul Biliyo	İkiye On Kala	https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
48	Toss a Coin to Your Witcher	Samuel Kim	https://open.spotify.com/track/0NMzV2etWr2eBIbUDuKA5I
49	German	No Money Enterprise	https://open.spotify.com/track/4pMEp90aY5XZcQQGaH7ahu
50	Dance Monkey	Tones and I	https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
